id_entrega,fecha,ciudad,servicio,distancia_km,costo_base,estado,vehiculo
1700,2026-12-16,Bogotá,Estándar,20.0,14931.0,En tránsito,Moto
1006,2026-01-03,Ibagué,Programada,13.0,11879.0,Cancelada,Furgón
1021,2026-01-11,Villavicencio,Express,76.0,24228.0,Pendiente,Furgón
1036,2026-01-18,Bogotá,Programada,9.0,22136.0,Pendiente,Moto
1051,2026-01-26,Bucaramanga,Mismo día,24.0,13203.0,Entregada,Camioneta
1076,2026-02-07,Cali,Mismo día,24.0,24065.0,Pendiente,Furgón
1101,2026-02-20,Bucaramanga,Express,42.0,14150.0,Pendiente,Camioneta
1126,2026-03-04,Villavicencio,Express,4.0,20492.0,Entregada,Furgón
1151,2026-03-17,MEDELLIN,Mismo día,23.0,17660.0,Entregada,Moto
1176,2026-03-29,Cali,Programada,26.0,15619.0,En tránsito,Camioneta
1201,2026-04-11,Cali,Express,24.0,11685.0,Cancelada,Moto
1226,2026-04-23,Medellín,Mismo día,79.0,25579.0,Pendiente,Furgón
1251,2026-05-06,Medellín,Express,15.0,18470.0,Cancelada,Camioneta
